"Path","HandoffClass","HandoffRequired","RebuiltRuntimeRequired","Error"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/הוראות_התקנה.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/history/state-r1-20260724T222041882Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/history/state-r2-20260724T222050944Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/history/state-r3-20260724T222051568Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/history/state-r4-20260724T222054372Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/regression-shared-20260724T222035302Z/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r1-20260724T220127173Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r10-20260724T220127460Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r11-20260724T220127489Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r12-20260724T220127549Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r13-20260724T220127575Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r14-20260724T220127600Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r15-20260724T220127625Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r16-20260724T220127654Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r17-20260724T220127683Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r18-20260724T220127710Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r19-20260724T220127751Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r2-20260724T220127232Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r20-20260724T220127776Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r21-20260724T220127801Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r3-20260724T220127264Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r4-20260724T220127292Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r5-20260724T220127319Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r6-20260724T220127348Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r7-20260724T220127376Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r8-20260724T220127404Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/history/state-r9-20260724T220127432Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784930486251/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r1-20260724T222037217Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r10-20260724T222037568Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r11-20260724T222037632Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r12-20260724T222037660Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r13-20260724T222037701Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r14-20260724T222037731Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r15-20260724T222037762Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r16-20260724T222037794Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r17-20260724T222037822Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r18-20260724T222037849Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r19-20260724T222037873Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r2-20260724T222037274Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r20-20260724T222037905Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r21-20260724T222037932Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r3-20260724T222037323Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r4-20260724T222037365Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r5-20260724T222037421Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r6-20260724T222037456Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r7-20260724T222037481Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r8-20260724T222037508Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/history/state-r9-20260724T222037538Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/shared-api-1784931636182/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"QUALITY_REPORT_HE.txt","Other","Yes","No","Incorrect runtime-required label"
"README.md","Documentation","Yes","No","Incorrect runtime-required label"
"README_HE.txt","Documentation","Yes","No","Incorrect runtime-required label"
"test_50mb.ps1","Production","Yes","No","Incorrect runtime-required label"
"test_post.ps1","Production","Yes","No","Incorrect runtime-required label"
"TEST_REPORT_HE.txt","Other","Yes","No","Incorrect runtime-required label"
"VERSION.txt","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","Data","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","Data","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","Documentation","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","Documentation","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","Documentation","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","Other","Yes","No","Incorrect runtime-required label"
"הוראות_התקנה.txt","Other","Yes","No","Incorrect runtime-required label"
